"Online.boarding","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Inflight.entertainment","Leg.room.service","Checkin.service","On.board.service","Ease.of.Online.booking","satisfaction"
2,1119,2,4,5,3,3,3,2,"neutral or dissatisfied"
1,918,3,4,3,3,5,3,3,"neutral or dissatisfied"
4,1584,2,2,4,4,4,4,2,"satisfied"
4,236,1,4,1,1,3,1,1,"neutral or dissatisfied"
4,852,4,4,4,3,4,4,4,"satisfied"
4,2550,4,4,3,4,3,3,4,"satisfied"
2,474,2,4,4,2,5,4,2,"neutral or dissatisfied"
1,748,1,5,1,5,2,1,1,"neutral or dissatisfied"
4,235,1,1,4,4,4,4,1,"satisfied"
1,776,1,1,4,4,2,4,1,"satisfied"
4,3758,4,4,5,5,5,5,4,"satisfied"
3,2278,2,4,2,2,1,2,4,"neutral or dissatisfied"
5,846,5,5,5,1,4,4,5,"satisfied"
1,850,1,5,3,2,3,4,1,"neutral or dissatisfied"
4,3774,1,1,5,5,3,5,1,"satisfied"
5,546,5,3,2,1,2,5,5,"satisfied"
3,2615,2,4,3,4,5,3,2,"neutral or dissatisfied"
3,3794,3,3,3,3,3,3,3,"neutral or dissatisfied"
0,1107,1,0,4,5,2,4,0,"neutral or dissatisfied"
1,1012,1,1,1,1,1,3,1,"neutral or dissatisfied"
3,2182,3,2,4,5,3,3,3,"neutral or dissatisfied"
3,127,3,4,5,3,3,3,3,"neutral or dissatisfied"
5,288,5,5,4,5,4,4,5,"satisfied"
1,370,1,0,3,5,3,3,1,"neutral or dissatisfied"
4,1930,4,4,1,3,4,3,4,"neutral or dissatisfied"
5,1666,1,1,4,4,3,4,1,"satisfied"
1,337,1,2,1,2,1,1,1,"neutral or dissatisfied"
4,1725,5,5,5,5,5,5,5,"satisfied"
4,2180,2,5,2,2,1,2,3,"neutral or dissatisfied"
3,967,3,3,2,3,3,3,3,"neutral or dissatisfied"
1,484,1,5,3,2,5,4,1,"neutral or dissatisfied"
3,448,3,3,5,5,1,1,3,"neutral or dissatisfied"
2,306,1,2,4,5,1,3,2,"neutral or dissatisfied"
4,677,1,1,4,4,5,5,1,"satisfied"
4,370,3,3,4,4,5,4,3,"satisfied"
0,213,2,0,5,5,4,5,0,"neutral or dissatisfied"
5,1982,2,2,5,5,4,5,2,"satisfied"
5,1978,4,4,4,4,5,4,3,"satisfied"
3,599,3,5,2,3,5,5,3,"neutral or dissatisfied"
2,853,2,2,3,3,3,3,2,"neutral or dissatisfied"
4,1192,5,5,4,4,4,4,5,"satisfied"
5,2565,3,3,5,5,3,5,3,"satisfied"
5,2218,1,1,5,5,5,5,1,"satisfied"
4,185,4,2,4,3,3,4,2,"satisfied"
3,89,3,3,1,2,2,5,3,"neutral or dissatisfied"
3,541,3,3,3,5,5,1,3,"neutral or dissatisfied"
1,449,1,3,3,4,2,5,1,"neutral or dissatisfied"
4,1697,2,4,5,5,3,5,2,"satisfied"
4,3792,1,1,4,4,3,4,1,"satisfied"
4,352,4,2,4,3,3,1,2,"satisfied"
3,1587,4,4,3,3,4,4,4,"satisfied"
1,1901,5,5,5,5,3,5,5,"satisfied"
5,3512,2,2,4,5,4,4,2,"satisfied"
4,919,3,2,4,4,3,4,3,"satisfied"
3,645,3,5,1,5,3,4,3,"neutral or dissatisfied"
4,2209,2,2,4,4,3,4,2,"satisfied"
1,458,1,5,2,2,5,4,1,"neutral or dissatisfied"
1,1075,5,5,4,4,2,4,5,"satisfied"
5,223,2,4,5,2,3,5,2,"neutral or dissatisfied"
4,954,4,5,4,4,2,4,5,"satisfied"
4,1014,5,5,5,5,5,5,5,"satisfied"
4,255,4,5,1,3,4,3,4,"neutral or dissatisfied"
4,273,4,4,5,5,5,5,4,"satisfied"
2,472,2,5,5,5,5,5,2,"neutral or dissatisfied"
3,868,3,3,1,2,2,3,3,"neutral or dissatisfied"
4,600,4,2,2,5,2,1,4,"neutral or dissatisfied"
5,3956,2,2,5,5,4,5,2,"satisfied"
3,309,3,3,2,1,4,2,3,"neutral or dissatisfied"
5,1205,4,4,4,4,4,4,4,"satisfied"
4,743,4,4,4,1,2,4,4,"satisfied"
5,2475,4,4,3,5,5,3,4,"satisfied"
5,1986,4,3,4,4,4,4,4,"satisfied"
5,3207,0,0,4,4,4,4,0,"satisfied"
4,1041,4,2,4,4,3,4,2,"satisfied"
2,246,2,4,2,5,4,4,4,"neutral or dissatisfied"
5,302,5,5,5,2,4,4,5,"satisfied"
5,3831,1,1,4,4,5,4,1,"satisfied"
4,1961,4,4,5,5,3,5,4,"satisfied"
5,404,3,3,5,5,4,5,3,"satisfied"
3,239,3,4,4,3,5,3,3,"neutral or dissatisfied"
4,3154,1,1,5,5,5,5,1,"satisfied"
3,646,3,5,5,1,3,4,3,"neutral or dissatisfied"
4,438,4,1,1,4,1,2,4,"neutral or dissatisfied"
2,991,2,1,2,2,3,3,1,"neutral or dissatisfied"
5,404,2,2,4,2,4,3,5,"neutral or dissatisfied"
2,583,2,5,2,2,3,3,2,"neutral or dissatisfied"
3,937,3,3,1,1,2,1,3,"neutral or dissatisfied"
4,365,3,5,4,3,4,4,4,"neutral or dissatisfied"
3,697,3,4,4,5,4,4,3,"neutral or dissatisfied"
5,2527,1,1,3,3,5,5,5,"satisfied"
2,546,2,1,3,1,4,2,2,"neutral or dissatisfied"
3,237,3,4,5,4,4,5,3,"neutral or dissatisfied"
4,2758,2,3,2,2,1,2,3,"neutral or dissatisfied"
4,2255,2,2,5,5,3,5,2,"satisfied"
1,2435,1,3,1,3,4,3,3,"neutral or dissatisfied"
5,1952,4,3,3,4,3,3,4,"satisfied"
4,2884,3,3,3,5,1,3,3,"satisfied"
1,898,1,1,2,1,4,2,1,"neutral or dissatisfied"
1,1573,4,4,4,5,1,4,4,"satisfied"
4,872,4,5,4,2,3,1,4,"neutral or dissatisfied"
5,3949,3,3,3,3,1,3,3,"satisfied"
4,1884,5,5,4,3,5,3,5,"satisfied"
0,372,1,4,5,3,5,5,0,"neutral or dissatisfied"
0,300,0,4,1,3,3,5,0,"satisfied"
3,820,4,3,2,4,4,5,3,"neutral or dissatisfied"
5,1947,4,4,5,2,3,4,3,"satisfied"
1,2558,4,1,4,4,4,4,4,"satisfied"
3,596,3,5,3,3,2,3,5,"neutral or dissatisfied"
4,296,4,4,5,4,3,5,4,"neutral or dissatisfied"
4,1698,3,3,5,5,5,5,3,"satisfied"
3,190,3,4,5,4,3,3,3,"neutral or dissatisfied"
3,1183,3,3,4,5,5,5,3,"neutral or dissatisfied"
3,340,3,3,3,1,3,3,4,"neutral or dissatisfied"
1,448,1,3,2,2,5,2,1,"neutral or dissatisfied"
3,390,3,0,3,3,1,3,3,"neutral or dissatisfied"
1,480,1,1,2,2,4,5,1,"neutral or dissatisfied"
3,542,3,3,3,1,2,1,3,"neutral or dissatisfied"
4,3240,2,2,5,5,5,5,2,"satisfied"
5,3071,4,4,5,5,3,5,4,"satisfied"
4,391,4,1,4,1,3,3,4,"neutral or dissatisfied"
4,2133,4,4,4,2,3,5,4,"satisfied"
5,231,5,1,5,5,5,5,1,"satisfied"
5,1464,1,4,1,1,3,1,1,"neutral or dissatisfied"
4,1476,4,4,4,4,4,4,4,"satisfied"
0,258,3,3,3,1,2,3,0,"neutral or dissatisfied"
3,545,3,1,4,1,2,2,3,"neutral or dissatisfied"
4,1871,2,1,2,2,4,2,1,"neutral or dissatisfied"
3,1235,5,5,3,3,5,3,5,"satisfied"
5,409,3,3,4,4,5,4,3,"satisfied"
3,406,3,5,3,4,4,2,5,"neutral or dissatisfied"
2,674,2,2,2,2,4,2,2,"neutral or dissatisfied"
4,401,2,2,4,4,5,4,2,"satisfied"
4,270,3,0,4,3,4,4,3,"neutral or dissatisfied"
5,689,5,3,5,2,1,2,5,"satisfied"
4,1044,4,5,2,1,4,3,4,"satisfied"
3,581,3,5,3,3,3,5,3,"neutral or dissatisfied"
4,2288,3,3,4,5,4,2,3,"satisfied"
5,859,4,5,1,5,4,4,5,"satisfied"
5,1407,5,5,5,2,4,3,5,"satisfied"
2,356,2,2,5,2,3,4,2,"neutral or dissatisfied"
5,782,4,1,4,4,5,4,1,"satisfied"
4,575,5,5,5,5,5,5,5,"satisfied"
4,738,3,3,4,5,3,4,3,"satisfied"
4,2814,5,5,5,5,3,5,5,"satisfied"
3,864,5,2,5,5,5,5,2,"satisfied"
2,1068,2,3,2,4,4,1,3,"neutral or dissatisfied"
4,537,4,0,5,1,5,5,4,"neutral or dissatisfied"
0,1609,1,4,5,4,3,3,0,"neutral or dissatisfied"
2,3675,1,1,5,5,5,5,1,"satisfied"
4,2363,2,2,4,4,4,4,3,"satisfied"
5,196,5,1,2,2,3,3,5,"satisfied"
4,2230,2,2,2,2,5,2,2,"satisfied"
5,689,2,2,4,4,5,4,2,"satisfied"
5,1426,3,3,4,4,4,4,3,"satisfied"
1,451,1,5,5,2,2,3,1,"neutral or dissatisfied"
3,1572,3,2,3,3,2,3,2,"neutral or dissatisfied"
3,2397,2,5,2,2,3,2,5,"neutral or dissatisfied"
5,299,3,5,1,3,4,1,3,"neutral or dissatisfied"
4,1276,4,4,3,4,3,5,4,"satisfied"
4,626,4,3,4,2,5,5,4,"satisfied"
5,3390,4,4,5,5,4,5,4,"satisfied"
1,1336,1,2,5,3,5,5,2,"neutral or dissatisfied"
2,1660,2,2,2,2,2,2,4,"neutral or dissatisfied"
1,1559,5,5,4,4,5,4,5,"satisfied"
1,544,1,0,3,4,4,3,1,"neutral or dissatisfied"
2,526,2,4,3,4,5,3,2,"neutral or dissatisfied"
3,1389,3,3,3,5,2,4,3,"neutral or dissatisfied"
4,633,4,3,4,2,4,2,3,"satisfied"
4,2159,2,1,2,2,4,2,1,"neutral or dissatisfied"
1,200,2,3,2,3,1,1,2,"neutral or dissatisfied"
3,1747,3,5,4,1,3,5,3,"neutral or dissatisfied"
5,589,1,4,5,1,2,5,1,"neutral or dissatisfied"
5,577,4,5,1,4,5,1,4,"neutral or dissatisfied"
5,3612,1,1,3,4,3,3,1,"satisfied"
5,1449,4,4,4,4,4,4,4,"satisfied"
4,374,4,4,4,5,5,3,4,"satisfied"
4,207,1,2,5,0,3,5,0,"neutral or dissatisfied"
4,337,4,0,2,5,3,3,4,"satisfied"
4,352,4,4,5,5,2,5,4,"satisfied"
2,1549,2,4,2,3,2,4,4,"neutral or dissatisfied"
1,2288,1,1,5,4,3,4,1,"neutral or dissatisfied"
2,1959,2,3,2,2,3,4,3,"neutral or dissatisfied"
3,562,3,3,5,4,1,1,3,"neutral or dissatisfied"
3,547,3,5,2,5,5,4,3,"neutral or dissatisfied"
5,522,5,4,5,5,1,1,4,"satisfied"
5,1509,2,2,5,5,3,5,2,"satisfied"
5,588,3,5,5,3,5,5,3,"neutral or dissatisfied"
2,1020,2,3,2,3,4,4,2,"neutral or dissatisfied"
4,2177,2,2,4,4,4,4,2,"satisfied"
4,669,1,1,5,5,3,5,3,"satisfied"
4,456,3,3,3,3,3,3,3,"neutral or dissatisfied"
5,1514,5,5,3,5,4,4,5,"satisfied"
3,163,3,5,4,4,5,4,3,"neutral or dissatisfied"
2,190,4,4,3,4,3,3,4,"neutral or dissatisfied"
5,2708,5,3,5,5,5,5,5,"satisfied"
4,620,5,5,4,4,2,4,5,"satisfied"
1,2454,1,1,5,5,5,4,1,"neutral or dissatisfied"
3,576,3,3,4,1,2,1,3,"satisfied"
3,864,3,3,5,4,4,3,3,"satisfied"
4,1955,3,3,4,4,5,4,3,"satisfied"
2,1096,3,2,3,3,4,3,2,"neutral or dissatisfied"
4,501,4,1,5,3,3,3,4,"neutral or dissatisfied"
2,733,2,2,2,4,1,3,2,"neutral or dissatisfied"
1,562,2,4,1,5,4,4,1,"neutral or dissatisfied"
2,2038,1,5,2,2,2,2,5,"neutral or dissatisfied"
4,1980,4,3,1,4,4,5,3,"neutral or dissatisfied"
4,2561,2,2,4,4,4,4,2,"satisfied"
3,1020,2,3,2,4,1,1,3,"neutral or dissatisfied"
3,214,3,2,2,4,1,2,3,"neutral or dissatisfied"
3,235,3,4,5,1,4,3,3,"neutral or dissatisfied"
5,126,2,1,2,1,1,3,2,"neutral or dissatisfied"
2,1961,3,2,3,3,1,3,2,"neutral or dissatisfied"
2,944,2,3,2,4,2,1,2,"neutral or dissatisfied"
3,489,3,3,3,1,1,3,1,"satisfied"
4,1953,1,1,5,5,4,5,1,"satisfied"
1,516,1,1,1,3,2,3,1,"neutral or dissatisfied"
3,646,3,4,4,5,2,4,3,"neutral or dissatisfied"
5,302,0,0,4,4,2,4,0,"satisfied"
5,216,1,5,4,1,4,4,1,"neutral or dissatisfied"
4,208,0,4,4,3,2,3,0,"satisfied"
3,1145,3,4,3,2,1,3,3,"neutral or dissatisfied"
5,3692,2,2,5,5,5,5,4,"satisfied"
4,868,4,5,2,4,3,3,4,"satisfied"
1,258,1,3,3,4,3,4,1,"neutral or dissatisfied"
1,550,1,1,2,3,3,2,1,"neutral or dissatisfied"
2,452,2,2,3,5,2,3,2,"neutral or dissatisfied"
4,516,4,4,3,3,4,5,4,"neutral or dissatisfied"
2,2933,1,1,5,5,3,5,1,"satisfied"
3,231,3,3,5,1,3,2,3,"neutral or dissatisfied"
2,731,2,3,4,2,2,4,2,"neutral or dissatisfied"
5,159,3,5,3,3,4,3,3,"neutral or dissatisfied"
2,1586,2,5,2,2,2,3,5,"neutral or dissatisfied"
3,373,3,4,5,2,3,4,3,"neutral or dissatisfied"
2,1749,2,3,2,3,4,1,4,"neutral or dissatisfied"
4,134,3,4,2,1,1,3,4,"neutral or dissatisfied"
5,589,2,0,1,5,5,2,2,"neutral or dissatisfied"
2,257,2,2,1,2,1,1,2,"neutral or dissatisfied"
4,315,4,3,2,3,1,3,4,"neutral or dissatisfied"
2,668,2,2,5,5,4,4,2,"neutral or dissatisfied"
3,852,1,4,1,1,2,1,4,"neutral or dissatisfied"
4,606,2,2,3,4,4,3,4,"satisfied"
3,475,3,4,3,5,3,2,3,"neutral or dissatisfied"
0,1188,0,4,4,1,5,4,0,"satisfied"
5,405,3,4,5,5,5,5,3,"satisfied"
2,255,2,3,4,1,5,3,2,"neutral or dissatisfied"
4,1590,2,2,1,2,4,1,2,"satisfied"
2,3685,1,1,4,4,1,4,1,"satisfied"
3,399,3,3,5,5,1,4,3,"neutral or dissatisfied"
4,1205,4,4,5,2,3,3,4,"satisfied"
3,483,3,5,1,2,4,2,3,"neutral or dissatisfied"
3,677,3,3,4,2,5,5,3,"neutral or dissatisfied"
0,257,3,4,3,2,1,2,0,"neutral or dissatisfied"
2,187,2,4,1,3,4,5,2,"neutral or dissatisfied"
1,337,1,4,1,4,1,5,1,"neutral or dissatisfied"
5,2294,1,1,2,2,4,2,1,"satisfied"
3,368,3,3,3,4,2,2,3,"neutral or dissatisfied"
4,2947,1,1,4,4,5,4,1,"satisfied"
3,1299,1,5,2,1,4,2,1,"neutral or dissatisfied"
3,301,2,2,2,2,2,2,2,"neutral or dissatisfied"
1,957,5,4,5,5,4,5,4,"satisfied"
4,309,3,3,4,4,3,4,3,"satisfied"
5,1576,1,5,4,1,3,4,1,"neutral or dissatisfied"
5,836,5,1,5,1,5,5,1,"satisfied"
1,448,2,5,3,5,1,5,2,"neutral or dissatisfied"
1,524,1,1,2,2,4,2,1,"neutral or dissatisfied"
5,416,5,2,5,4,2,4,2,"satisfied"
1,3945,1,2,1,5,2,4,3,"neutral or dissatisfied"
4,1842,4,4,4,5,4,5,4,"satisfied"
3,184,3,5,3,2,2,3,5,"neutral or dissatisfied"
5,590,3,4,4,1,5,1,3,"neutral or dissatisfied"
4,679,5,5,3,4,4,2,5,"satisfied"
3,1121,3,1,3,5,4,4,4,"neutral or dissatisfied"
4,290,2,2,4,4,5,4,3,"satisfied"
4,3652,3,3,3,4,4,2,3,"satisfied"
5,190,0,0,4,3,2,1,0,"satisfied"
5,391,3,4,1,3,1,1,3,"neutral or dissatisfied"
2,1303,2,5,3,2,3,5,2,"neutral or dissatisfied"
5,376,1,4,4,1,4,4,1,"neutral or dissatisfied"
3,554,3,2,3,5,4,1,2,"neutral or dissatisfied"
2,918,3,2,3,3,2,3,2,"neutral or dissatisfied"
2,1814,2,3,2,5,1,1,3,"neutral or dissatisfied"
4,2342,4,3,4,1,3,2,4,"satisfied"
4,3286,4,4,4,5,3,4,4,"satisfied"
5,867,5,2,5,4,1,1,2,"satisfied"
4,2079,1,1,5,4,4,4,1,"satisfied"
4,119,5,5,4,4,5,4,5,"satisfied"
2,2579,5,2,5,4,2,5,2,"neutral or dissatisfied"
3,1050,3,1,3,3,4,3,1,"neutral or dissatisfied"
1,731,1,1,4,5,3,5,1,"neutral or dissatisfied"
4,239,4,1,4,4,4,4,1,"neutral or dissatisfied"
5,488,2,2,4,4,4,4,2,"satisfied"
2,654,2,5,2,5,1,3,2,"neutral or dissatisfied"
2,2875,2,1,4,4,2,1,1,"neutral or dissatisfied"
3,1325,3,1,5,4,3,3,3,"neutral or dissatisfied"
5,3228,5,3,4,4,3,4,5,"satisfied"
4,3801,5,5,5,5,5,5,5,"satisfied"
1,214,1,3,4,4,3,2,1,"neutral or dissatisfied"
3,1201,3,2,3,3,4,3,2,"neutral or dissatisfied"
4,2495,2,2,5,5,4,5,2,"satisfied"
3,266,3,3,3,2,3,1,3,"neutral or dissatisfied"
4,2470,3,3,2,2,3,2,5,"neutral or dissatisfied"
1,719,2,4,3,5,1,2,2,"neutral or dissatisfied"
5,3366,4,2,4,4,3,4,4,"satisfied"
3,153,3,5,5,4,4,4,3,"neutral or dissatisfied"
4,972,3,5,5,4,3,5,4,"neutral or dissatisfied"
3,1900,5,3,5,5,3,5,5,"satisfied"
3,1220,2,3,1,1,3,1,3,"neutral or dissatisfied"
0,134,2,5,3,3,4,1,0,"neutral or dissatisfied"
3,1611,3,5,3,3,1,3,5,"neutral or dissatisfied"
3,328,3,3,3,3,2,1,3,"neutral or dissatisfied"
5,793,2,2,3,4,4,3,2,"satisfied"
5,588,5,5,5,5,5,5,5,"satisfied"
5,404,2,4,4,4,5,4,5,"neutral or dissatisfied"
2,363,3,3,2,2,3,5,3,"satisfied"
4,1535,3,3,5,5,3,5,3,"satisfied"
5,1009,1,1,3,2,5,3,1,"satisfied"
1,862,1,4,4,2,5,3,1,"neutral or dissatisfied"
2,182,1,3,5,0,3,5,0,"neutral or dissatisfied"
1,2288,1,3,3,1,4,2,1,"neutral or dissatisfied"
4,1389,3,3,5,5,5,5,3,"satisfied"
4,3959,1,1,4,5,3,4,1,"satisfied"
4,1076,3,3,4,4,4,5,3,"neutral or dissatisfied"
3,3765,2,2,2,2,3,2,1,"neutral or dissatisfied"
3,337,2,2,2,2,2,2,2,"neutral or dissatisfied"
2,1297,2,2,1,4,1,3,2,"neutral or dissatisfied"
3,1452,3,3,1,5,2,1,3,"neutral or dissatisfied"
3,248,3,4,1,2,4,5,3,"neutral or dissatisfied"
3,972,3,3,3,2,3,1,3,"neutral or dissatisfied"
4,2255,2,2,4,4,4,4,2,"satisfied"
4,519,5,5,5,5,3,5,5,"satisfied"
5,1167,4,5,5,3,5,3,5,"satisfied"
1,491,1,4,1,4,4,4,1,"neutral or dissatisfied"
4,1096,4,3,5,4,2,5,4,"neutral or dissatisfied"
4,861,3,3,4,4,5,4,3,"satisfied"
3,212,3,1,4,5,5,4,3,"neutral or dissatisfied"
4,3586,5,5,4,3,5,3,5,"satisfied"
4,1541,3,3,4,4,3,4,3,"satisfied"
3,2586,3,3,3,4,3,3,3,"neutral or dissatisfied"
3,869,3,1,3,1,3,1,1,"neutral or dissatisfied"
5,667,2,4,4,2,5,4,2,"neutral or dissatisfied"
2,874,2,2,5,3,3,5,2,"neutral or dissatisfied"
5,1076,4,4,2,4,3,5,5,"neutral or dissatisfied"
5,1558,4,4,5,5,5,5,2,"satisfied"
3,594,1,1,1,1,1,1,1,"neutral or dissatisfied"
2,199,2,4,5,4,3,4,2,"neutral or dissatisfied"
1,728,1,4,1,1,2,4,4,"neutral or dissatisfied"
4,762,4,3,4,3,1,4,3,"neutral or dissatisfied"
1,321,2,3,2,2,2,2,2,"neutral or dissatisfied"
5,3111,1,1,2,2,4,2,1,"satisfied"
3,813,2,2,5,2,2,5,2,"neutral or dissatisfied"
4,444,2,2,2,2,3,2,4,"neutral or dissatisfied"
2,240,2,2,3,4,4,5,2,"neutral or dissatisfied"
3,964,4,5,4,4,4,4,3,"neutral or dissatisfied"
3,3720,2,1,2,4,3,2,1,"neutral or dissatisfied"
5,2554,4,4,5,5,4,5,3,"satisfied"
5,861,5,5,5,2,4,3,5,"satisfied"
5,956,1,1,5,5,3,5,1,"satisfied"
3,448,3,3,3,3,3,3,3,"neutral or dissatisfied"
5,628,5,5,5,4,3,4,5,"satisfied"
3,674,3,4,4,3,4,4,4,"neutral or dissatisfied"
2,1379,2,4,4,5,4,4,2,"neutral or dissatisfied"
2,314,2,2,2,1,3,4,2,"neutral or dissatisfied"
3,990,2,5,4,3,4,4,3,"neutral or dissatisfied"
1,1119,1,5,4,4,3,5,1,"neutral or dissatisfied"
4,829,3,4,3,4,5,4,4,"neutral or dissatisfied"
4,3637,2,4,1,1,3,1,4,"neutral or dissatisfied"
5,109,2,5,4,0,5,4,0,"neutral or dissatisfied"
5,1416,4,4,5,5,3,5,4,"satisfied"
2,3411,5,5,2,4,3,5,2,"satisfied"
4,967,3,1,3,3,4,3,5,"neutral or dissatisfied"
1,453,1,4,3,4,3,2,1,"neutral or dissatisfied"
2,1164,2,5,5,5,3,4,2,"neutral or dissatisfied"
3,1009,3,3,2,5,5,5,3,"neutral or dissatisfied"
4,391,4,3,4,1,3,5,1,"satisfied"
3,268,3,2,4,3,2,2,3,"neutral or dissatisfied"
3,542,3,5,3,1,4,2,5,"neutral or dissatisfied"
5,296,3,4,4,4,4,4,3,"satisfied"
4,1747,4,4,5,2,2,3,4,"satisfied"
4,255,1,1,5,5,5,5,1,"satisfied"
1,628,1,5,1,5,4,5,1,"neutral or dissatisfied"
5,296,5,4,4,2,1,1,5,"satisfied"
4,1846,4,4,4,3,4,4,4,"neutral or dissatisfied"
5,2422,5,5,3,5,5,4,5,"satisfied"
4,3038,4,4,4,4,4,3,4,"satisfied"
5,3203,5,5,3,4,5,3,5,"satisfied"
3,3447,2,1,2,2,3,2,1,"neutral or dissatisfied"
5,261,5,2,5,4,2,5,5,"satisfied"
5,447,1,1,5,5,4,5,1,"satisfied"
5,811,5,5,3,4,3,3,5,"satisfied"
3,352,1,2,1,1,1,1,2,"neutral or dissatisfied"
1,1919,1,1,1,2,3,4,1,"neutral or dissatisfied"
4,257,4,3,4,3,4,3,4,"neutral or dissatisfied"
0,647,1,3,4,4,1,2,0,"neutral or dissatisfied"
3,289,3,3,3,3,3,3,3,"neutral or dissatisfied"
3,240,2,3,4,4,3,1,2,"neutral or dissatisfied"
3,86,3,4,1,2,4,4,3,"neutral or dissatisfied"
4,107,5,4,5,5,2,5,4,"satisfied"
3,946,3,4,1,3,2,1,3,"neutral or dissatisfied"
4,297,3,3,4,4,3,4,3,"satisfied"
5,1583,4,4,3,3,5,3,4,"satisfied"
4,447,4,4,2,3,4,3,4,"neutral or dissatisfied"
4,1576,1,1,4,4,3,4,1,"satisfied"
2,1205,2,2,2,5,5,5,2,"neutral or dissatisfied"
4,332,4,0,5,2,5,4,4,"satisfied"
3,2448,5,5,3,2,4,4,5,"satisfied"
2,356,2,5,2,2,1,2,5,"neutral or dissatisfied"
3,337,1,4,1,1,1,1,4,"neutral or dissatisfied"
4,761,4,4,5,5,3,5,4,"satisfied"
3,3075,2,2,2,2,1,2,2,"neutral or dissatisfied"
5,248,5,0,4,5,3,3,5,"satisfied"
4,991,4,4,4,4,3,4,4,"neutral or dissatisfied"
3,349,3,3,4,2,2,3,3,"neutral or dissatisfied"
3,689,2,2,1,2,2,1,2,"neutral or dissatisfied"
3,449,3,1,4,3,4,4,1,"neutral or dissatisfied"
2,621,2,1,1,2,1,1,2,"neutral or dissatisfied"
2,220,2,3,1,2,2,1,5,"neutral or dissatisfied"
2,248,2,2,2,2,1,1,2,"neutral or dissatisfied"
1,460,1,3,3,3,2,1,1,"neutral or dissatisfied"
2,321,2,2,2,1,3,4,2,"neutral or dissatisfied"
1,547,1,1,4,2,2,2,1,"neutral or dissatisfied"
1,86,1,5,4,1,3,4,1,"neutral or dissatisfied"
5,971,5,4,4,4,5,5,5,"satisfied"
4,2295,5,5,4,5,4,4,5,"satisfied"
1,342,4,2,4,4,4,4,2,"satisfied"
1,577,1,5,1,5,2,1,5,"neutral or dissatisfied"
4,2626,1,1,2,3,4,2,5,"satisfied"
4,3953,4,4,4,5,3,4,4,"satisfied"
3,1773,2,4,2,2,4,2,4,"neutral or dissatisfied"
4,356,4,4,5,5,5,4,4,"neutral or dissatisfied"
5,3326,2,5,5,3,2,3,2,"satisfied"
3,1576,3,2,2,3,1,2,2,"neutral or dissatisfied"
3,1107,3,2,3,4,3,3,3,"neutral or dissatisfied"
3,867,3,4,1,4,5,4,3,"neutral or dissatisfied"
4,1048,3,3,4,5,3,4,3,"satisfied"
4,223,2,2,1,0,2,1,0,"neutral or dissatisfied"
3,235,3,5,3,4,5,4,3,"neutral or dissatisfied"
5,239,3,5,5,3,5,5,3,"neutral or dissatisfied"
2,496,2,5,5,3,4,3,2,"neutral or dissatisfied"
4,1131,3,4,2,3,4,2,3,"neutral or dissatisfied"
5,2454,2,2,4,5,5,4,2,"satisfied"
3,1276,3,2,3,3,1,3,1,"neutral or dissatisfied"
4,2189,1,1,4,4,5,4,1,"satisfied"
2,900,2,3,1,2,4,1,2,"neutral or dissatisfied"
2,3820,2,1,2,1,1,4,1,"neutral or dissatisfied"
4,229,4,4,5,5,4,5,4,"satisfied"
5,2565,3,1,1,4,5,1,3,"neutral or dissatisfied"
0,158,1,4,5,3,4,5,0,"neutral or dissatisfied"
3,2872,2,1,2,2,1,2,1,"neutral or dissatisfied"
4,862,4,5,2,2,4,5,4,"neutral or dissatisfied"
5,618,5,5,5,1,3,2,4,"satisfied"
2,1991,2,1,2,1,3,3,1,"neutral or dissatisfied"
4,1102,4,5,2,1,1,4,4,"neutral or dissatisfied"
2,679,2,4,1,2,4,3,2,"neutral or dissatisfied"
2,404,2,3,3,2,5,4,2,"neutral or dissatisfied"
4,1075,4,4,4,4,5,5,4,"satisfied"
1,1765,2,2,5,5,3,5,2,"satisfied"
2,2589,2,4,2,1,4,3,4,"neutral or dissatisfied"
4,351,4,3,4,4,3,4,4,"satisfied"
4,334,0,0,4,4,5,4,0,"satisfied"
2,209,2,5,3,5,4,1,5,"neutral or dissatisfied"
5,1076,5,2,5,2,1,3,2,"satisfied"
2,936,2,5,4,4,3,3,2,"neutral or dissatisfied"
4,444,2,2,4,4,5,4,2,"satisfied"
1,940,1,1,1,5,2,2,1,"neutral or dissatisfied"
1,272,1,5,3,4,1,3,1,"neutral or dissatisfied"
5,493,5,1,5,5,3,1,1,"satisfied"
3,813,2,2,1,2,1,4,3,"neutral or dissatisfied"
4,2943,2,2,4,4,5,4,2,"satisfied"
2,925,3,3,4,3,2,2,2,"neutral or dissatisfied"
1,972,1,4,2,3,4,5,1,"neutral or dissatisfied"
5,404,2,2,3,4,3,3,3,"satisfied"
4,1194,1,5,1,1,5,1,1,"neutral or dissatisfied"
1,2402,2,3,2,4,2,5,3,"neutral or dissatisfied"
4,1491,4,4,5,4,5,5,4,"satisfied"
4,950,5,5,5,5,5,5,5,"satisfied"
4,3262,2,2,5,5,5,5,2,"satisfied"
1,594,1,3,5,3,4,1,1,"neutral or dissatisfied"
3,2903,3,3,3,2,2,4,3,"neutral or dissatisfied"
5,562,5,3,4,3,1,3,5,"satisfied"
2,158,2,4,2,2,3,1,4,"neutral or dissatisfied"
2,628,4,5,4,4,3,4,5,"satisfied"
